fetch_date,fetch_time,page_date,page_time,currency_name,currency_code,tt_buying,bills_buying,currency_notes_buying,forex_card_buying,demand_draft_buying,tt_selling,bills_selling,currency_notes_selling,forex_card_selling,demand_draft_selling
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,United States Dollar,USD,94.25,94.25,93.91,93.72,null,97.22,97.22,97.79,97.7,97.55
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Euro,EUR,106.53,106.53,106.04,106.53,null,111.39,111.39,112.1,111.39,111.39
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Great Britain Pound,GBP,123.69,123.69,123.81,123.94,null,130.23,130.23,129.98,129.4,129.34
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Australian Dollar,AUD,65.78,65.78,65.0,65.64,null,69.76,69.76,69.76,69.12,69.13
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Canadian Dollar,CAD,66.17,66.17,65.56,66.2,null,69.85,69.85,70.36,69.71,69.71
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Singapore Dollar,SGD,73.53,73.53,72.6,73.2,null,76.23,76.23,77.13,76.53,76.64
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Japanese Yen,JPY,58.99,58.99,57.9,58.99,,62.48,62.48,63.39,61.6,
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,U.A.E Dirham,AED,25.28,25.28,25.17,25.07,,26.91,26.91,27.02,27.11,
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Swiss Franc,CHF,113.54,113.54,113.36,113.48,,119.13,119.13,119.25,118.78,
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Saudi Riyal,SAR,24.76,24.76,24.59,24.67,,26.33,26.33,26.48,26.4,
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Qatari Riyal,QAR,25.49,25.49,23.18,,,27.3,27.3,28.34,,
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Swedish Kronor,SEK,9.32,9.32,,9.32,,10.05,10.05,,10.0,
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Danish Kroner,DKK,14.06,14.06,,,,15.08,15.08,,,
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Norwegian Kroner,NOK,9.71,9.71,,,,10.5,10.5,,,
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,New Zealand Dollar,NZD,53.12,53.12,,52.5,,56.07,56.07,,56.4,
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Hong Kong Dollar,HKD,11.86,11.86,11.49,11.83,,12.58,12.58,12.96,12.62,
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Kuwaiti Dinar,KWD,297.52,297.52,283.5,,,324.37,324.37,330.29,,
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Thai Baht,THB,2.77,2.77,2.68,2.77,,2.96,2.96,3.06,2.96,
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,South African Rand,ZAR,5.59,5.59,,5.59,,6.07,6.07,,6.1,
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Omani Riyal,OMR,241.81,241.81,,,,256.63,256.63,,,
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Korean Won,KRW,0.0667,0.0667,,,,0.0731,0.0731,,,
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Chinese Yuan,CNH,13.62,13.62,,,,14.92,14.92,,,
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Poland Zloty,PLN,23.97,23.97,,,,25.76,25.76,,,
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Bahraini Dinar,BHD,246.18,246.18,,,,262.33,262.33,,,
2026-09-24,14:56:27,24-09-2026,09:15:17 AM,Malaysian Ringgit,MYR,22.38,22.38,,,,24.56,24.56,,,
