fetch_date,fetch_time,page_date,page_time,currency_name,currency_code,tt_buying,bills_buying,currency_notes_buying,forex_card_buying,demand_draft_buying,tt_selling,bills_selling,currency_notes_selling,forex_card_selling,demand_draft_selling
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,United States Dollar,USD,94.08,94.08,93.74,93.55,null,97.02,97.02,97.59,97.49,97.35
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Euro,EUR,107.24,107.24,106.75,107.24,null,112.1,112.1,112.82,112.1,112.1
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Great Britain Pound,GBP,124.81,124.81,124.94,125.06,null,131.37,131.37,131.12,130.54,130.48
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Australian Dollar,AUD,66.54,66.54,65.76,66.41,null,70.56,70.56,70.56,69.91,69.91
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Canadian Dollar,CAD,66.41,66.41,65.79,66.44,null,70.07,70.07,70.59,69.94,69.94
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Singapore Dollar,SGD,73.69,73.69,72.75,73.35,null,76.37,76.37,77.27,76.67,76.79
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Japanese Yen,JPY,59.12,59.12,58.03,59.12,,62.61,62.61,63.52,61.72,
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,U.A.E Dirham,AED,25.23,25.23,25.13,25.02,,26.86,26.86,26.96,27.05,
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Swiss Franc,CHF,113.84,113.84,113.67,113.79,,119.42,119.42,119.54,119.07,
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Saudi Riyal,SAR,24.72,24.72,24.55,24.63,,26.27,26.27,26.42,26.35,
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Qatari Riyal,QAR,25.45,25.45,23.13,,,27.24,27.24,28.28,,
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Swedish Kronor,SEK,9.4,9.4,,9.4,,10.13,10.13,,10.08,
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Danish Kroner,DKK,14.15,14.15,,,,15.17,15.17,,,
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Norwegian Kroner,NOK,9.76,9.76,,,,10.56,10.56,,,
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,New Zealand Dollar,NZD,53.57,53.57,,52.94,,56.53,56.53,,56.86,
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Hong Kong Dollar,HKD,11.84,11.84,11.46,11.8,,12.55,12.55,12.93,12.59,
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Kuwaiti Dinar,KWD,297.18,297.18,283.17,,,323.8,323.8,329.71,,
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Thai Baht,THB,2.78,2.78,2.69,2.78,,2.97,2.97,3.07,2.97,
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,South African Rand,ZAR,5.62,5.62,,5.62,,6.11,6.11,,6.14,
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Omani Riyal,OMR,241.38,241.38,,,,256.1,256.1,,,
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Korean Won,KRW,0.0673,0.0673,,,,0.0737,0.0737,,,
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Chinese Yuan,CNH,13.64,13.64,,,,14.93,14.93,,,
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Poland Zloty,PLN,24.3,24.3,,,,26.11,26.11,,,
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Bahraini Dinar,BHD,245.8,245.8,,,,261.65,261.65,,,
2026-09-22,14:55:32,22-09-2026,09:15:47 AM,Malaysian Ringgit,MYR,22.4,22.4,,,,24.55,24.55,,,
