fetch_date,fetch_time,page_date,page_time,currency_name,currency_code,tt_buying,bills_buying,currency_notes_buying,forex_card_buying,demand_draft_buying,tt_selling,bills_selling,currency_notes_selling,forex_card_selling,demand_draft_selling
2026-08-24,22:53:17,24-08-2026,09:17:03 AM,U.A.E Dirham,AED,25.23,25.23,25.12,25.02,,26.86,26.86,26.96,27.05,
2026-08-24,23:05:57,24-08-2026,09:17:03 AM,U.A.E Dirham,AED,25.23,25.23,25.12,25.02,,26.86,26.86,26.96,27.05,
2026-08-25,10:35:56,25-08-2026,09:16:29 AM,U.A.E Dirham,AED,25.25,25.25,25.14,25.04,,26.87,26.87,26.98,27.07,
2026-08-26,10:35:51,25-08-2026,09:16:29 AM,U.A.E Dirham,AED,25.25,25.25,25.14,25.04,,26.87,26.87,26.98,27.07,
2026-08-27,19:08:53,27-08-2026,09:17:48 AM,U.A.E Dirham,AED,25.17,25.17,25.07,24.96,,26.8,26.8,26.9,26.99,
2026-08-28,22:20:27,28-08-2026,09:15:50 AM,U.A.E Dirham,AED,25.16,25.16,25.05,24.95,,26.82,26.82,26.93,27.02,
2026-08-29,16:47:55,28-08-2026,09:15:50 AM,U.A.E Dirham,AED,25.16,25.16,25.05,24.95,,26.82,26.82,26.93,27.02,
2026-08-31,16:33:28,31-08-2026,09:17:14 AM,U.A.E Dirham,AED,25.17,25.17,25.07,24.96,,26.8,26.8,26.91,27.0,
